fid,dim,cm_angle.angle_mean,cm_angle.angle_sd,cm_angle.costs_runtime,cm_angle.dist_ctr2best_mean,cm_angle.dist_ctr2best_sd,cm_angle.dist_ctr2worst_mean,cm_angle.dist_ctr2worst_sd,cm_angle.y_ratio_best2worst_mean,cm_angle.y_ratio_best2worst_sd,disp.costs_runtime,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_conv.additional_function_eval,ela_conv.conv_prob,ela_conv.costs_runtime,ela_conv.lin_dev_abs,ela_conv.lin_dev_orig,ela_conv.lin_prob,ela_curv.costs_fun_evals:,ela_curv.costs_runtime,ela_curv.grad_norm.lq,ela_curv.grad_norm.max,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.min,ela_curv.grad_norm.nas,ela_curv.grad_norm.sd,ela_curv.grad_norm.uq,ela_curv.grad_scale.lq,ela_curv.grad_scale.max,ela_curv.grad_scale.mean,ela_curv.grad_scale.med,ela_curv.grad_scale.min,ela_curv.grad_scale.nas,ela_curv.grad_scale.sd,ela_curv.grad_scale.uq,ela_curv.hessian_cond.lq,ela_curv.hessian_cond.max,ela_curv.hessian_cond.mean,ela_curv.hessian_cond.med,ela_curv.hessian_cond.min,ela_curv.hessian_cond.nas,ela_curv.hessian_cond.sd,ela_curv.hessian_cond.uq,ela_distr.costs_runtime,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.costs_runtime,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_local.additional_function_eval,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_local.best2mean_contr.orig,ela_local.best2mean_contr.ratio,ela_local.costs_runtime,ela_local.fun_evals.lq,ela_local.fun_evals.max,ela_local.fun_evals.mean,ela_local.fun_evals.median,ela_local.fun_evals.min,ela_local.fun_evals.sd,ela_local.fun_evals.uq,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_meta.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.costs_runtime,ic.eps_max,ic.eps_ratio,ic.eps_s,ic.h_max,ic.m0,iid,nbc.costs_runtime,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.costs_runtime,pca.expl_var.cor_init,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cov_x,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cov_x
7,2,144.9160713904925,31.841790375881867,0.050708,1.460447773085516,0.5527284685432376,1.601147525940555,0.3347429400383098,0.2728207242438291,0.2157199822122251,0.002068,-3.1489820347559867,-2.630001330180827,-1.784786124312426,-1.7684124678579147,-3.123907466520171,-2.535109712341724,-2.011423161631801,-2.02527494037928,0.4018108928775075,0.4989785886676964,0.6594188888713479,0.6640676055002703,0.4037339716545181,0.5122551856029931,0.6130103514385099,0.6058912049322633,1000.0,0.81,0.170088,148.36989871884165,-144.2612329438391,0.012,18200.0,0.260244,1.4034113812223137,56.55729070279132,27.129932892734125,2.034849293257261,1.0493343422854,0.9,20.508244865604507,3.104832667328605,1.8990371272797408,138.09412134979826,29.645202145476773,3.75023734053534,1.2252307001343845,0.92,48.482298195942285,9.107044415316311,1.4972112326607496,547.3710671817145,45.66167527933629,2.7020267003831147,1.121616814763997,0.88,150.61874367390178,5.518802564624076,0.002938,1.1143300644495806,2.0,1.3222980590791398,0.179099,1.4455445544554455,2.4827586206896552,1.338308457711443,0.0998217468805704,0.2498514557338086,0.0799168152109328,0.0799168152109328,0.0603089720736779,0.0600118835412953,390.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.0614981279191492,0.2114109724480874,0.046141,3.0,3.0,3.0,3.0,3.0,0.0,3.0,90.0,0.9,0.009399,0.7439688042372437,112.86139640163888,1.4912278727219457,95.02599908327916,501.3879997197544,0.8945158029649564,0.8301104266777982,1.3398839233170594,0.9950833972218904,0.150722,18.04561160805875,1.9869869869869872,2.787787787787788,0.725752693111605,0.4285714285714285,3.0,0.018557,0.3810444977956685,-0.1929930129695699,0.384744886013583,0.6621024911615276,0.5507875312317865,0.006972,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6192629504844025,0.5490738947511593,0.9999627843847666,0.549073973619799
7,3,119.41689206810926,32.276609847246824,0.098001,1.7412946654890131,0.3889768218309375,1.748211201850138,0.3912810025470594,0.1937729922473708,0.1519645529770673,0.002567,-3.678460668947861,-2.305591899118937,-2.2178103705560384,-1.460666979294781,-3.0773086004859467,-2.5903158301243225,-2.413373986135202,-1.6768979888846998,0.4465855000350918,0.653882482424423,0.6663364032680229,0.7802465871701476,0.5390373296813633,0.6132788692301774,0.6351807563139146,0.7488105760058714,1000.0,0.858,0.172803,143.41408759454237,-134.97296352394255,0.006,54300.0,0.506071,5.618958702927646,2374.906418799511,256.7901637986813,8.559053389463646,3.09193132755788,0.9333333333333332,745.1011546474294,23.1281668560745,6.2052364852139865,2624312102.5074177,187450978.5400141,7.997050928910194,2.2651381690865766,0.9066666666666666,701376878.8488938,16.66163737403277,4.015300762551247,2.1153812980351203e+17,1.172678119272745e+16,8.656624830322661,2.141931450882755,0.92,4.73102398788837e+16,26.95836306866728,0.003003,1.3964220572051858,1.0,1.2929723219774842,0.209666,1.4545454545454546,2.4375,2.142857142857143,0.1066666666666666,0.26,0.26,0.0733333333333333,0.1066666666666666,0.0999999999999999,735.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.0510598943543856,0.2171914124876134,0.070448,4.0,4.0,4.0,4.0,4.0,0.0,4.0,135.0,0.9,0.008891,0.4517951075563609,114.207274700225,7.169107689129572,21.60794963872081,546.5713077385827,0.8167589753070328,0.8341205099176132,6.968881935623031,0.9962854279902198,0.183547,44.324785912404,1.8068068068068068,2.687687687687687,0.7563121793445319,0.4932432432432432,3.0,0.018454,0.2909027956716559,-0.2755119892505203,0.4714451473614372,0.757319695161936,0.5944283556387702,0.007005,0.75,1.0,0.25,1.0,0.4220609935860203,0.3732006958659736,0.999926473694816,0.3731514597219567
7,5,132.16648172930087,32.059200111564344,0.0743545,1.6008712192872645,0.4708526451870876,1.6746793638953466,0.3630119712926846,0.23329685824559993,0.1838422675946462,0.00384,-2.805227994466125,-2.79038708854337,-2.044766632523679,-1.4266683600389145,-2.8330756403158395,-2.9927108200775665,-2.2177087059676435,-1.558950715680928,0.6815271838859174,0.6831991793382076,0.7679599486898743,0.8379820235186534,0.6792675756679346,0.6622648492377701,0.7490343787747139,0.8240683825984436,1000.0,0.912,0.1677,139.12969191132274,-135.97705790137803,0.005,225500.0,1.425984,11.87587233695939,3.933666752507013e+20,1.322729874264445e+19,32.88539936869407,2.761787813131221,0.864,6.956673838531655e+19,363.6952094161546,12.579057555732216,2.4599150531626086e+19,1.236653878389396e+18,44.256606138573154,3.4341011157511865,0.86,4.981722609480594e+18,330.0247896279395,9.914084979831571,2.0333887480533967e+18,7.712148454453987e+16,24.92378771680037,2.7732534324375155,0.884,3.781274052151657e+17,273.1222489493092,0.105006,2.059466100479633,2.0,1.3620472734094708,0.231218,1.316750629722922,1.6057462090981642,2.1685098952270083,0.0999713138267355,0.2401032702237521,0.3242015681774717,0.0718588640275387,0.1040829986613119,0.1119238860202715,1725.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.064238821374135,0.2342574049124705,0.130959,6.0,6.0,6.0,6.0,6.0,0.0,6.0,225.0,0.9,0.072568,0.2915180477396296,49.083747454399706,2.971969188286885,11.91080850941723,635.9571250925695,0.8397544412226998,0.6044196614594525,3.512145553843383,0.9961319995405916,0.25285,32.10010895543175,1.8468468468468469,2.467467467467467,0.8118199980126173,0.5080645161290323,3.0,0.025565,0.1999337389502767,-0.3427535360625796,0.5477209751756429,0.8531511122901408,0.8002255058439395,0.00738,0.8333333333333334,1.0,0.1666666666666666,1.0,0.2707541795392025,0.2367184009462811,0.99985990489965,0.236793969058847
7,10,132.16648172930087,32.059200111564344,0.0743545,1.6008712192872645,0.4708526451870876,1.6746793638953466,0.3630119712926846,0.23329685824559993,0.1838422675946462,0.011043,-2.745743127088476,-2.3231102926217666,-1.9435695229714032,-1.331020034317282,-2.668289339239573,-2.3516504378254237,-2.012530576573953,-1.383079327262525,0.7835776457184522,0.8168311683373187,0.8468058108853889,0.8950538915953171,0.7901366513624078,0.8150405848236267,0.8415557831690228,0.8911117558291801,1000.0,0.954,0.171186,272.2959462484862,-269.1655497069025,0.002,1651000.0,8.394888,41.31280015642486,2.472746142724357e+22,3.070469088311727e+20,115.22829068358128,7.160080167841149,0.83,2.747319944799116e+21,739.4996049561531,45.28888613104716,1.659486590322549e+21,2.2651171369278583e+19,154.114248629465,7.840649684553806,0.846,1.9032012478055095e+20,1049.9849558077767,36.61166403430821,3.412244658350595e+19,6.545936303655251e+17,113.8800942898848,8.018628036515183,0.812,4.272510500364525e+18,878.8065202387487,0.199844,1.5353747966177345,2.0,1.2073676802621434,0.225787,1.262351424889016,1.6441092539747246,1.54822080618601,0.1059928336098886,0.2219296347064906,0.2080417478296419,0.0839646009186446,0.1339489695308179,0.1439650818844239,5950.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.1069509113781647,0.2501956755702671,0.339354,11.0,11.0,11.0,11.0,11.0,0.0,11.0,450.0,0.9,0.499226,0.6121481302742231,115.57023441434066,18.03623606533581,5.142091288574864,1207.1791112508567,0.8800053824929943,0.7263178113395805,20.04699702524922,0.996697647486712,0.429035,33.61449000108769,1.826826826826827,2.467467467467467,0.8344679570300502,0.5441767068273092,3.0,0.062558,0.1190199518144411,-0.3970763979979165,0.642059644661791,0.9226969280020768,0.8874763750955773,0.008067,0.8181818181818182,0.9,0.0909090909090909,0.9,0.1642764524663779,0.1251786703552387,0.9998746370782764,0.1251846798254081
8,2,131.17192284322243,29.227593218433174,0.05005,1.4967199998784275,0.4252822427538814,1.6719651827501,0.2669744037421746,0.2854051432596522,0.3504556503263341,0.002072,-2.3432443046240747,-1.9791659292722463,-2.2094077558440297,-1.6971015652808186,-2.255750263781272,-1.8245305007874637,-2.183397737822666,-1.8107080162322864,0.5541645340639282,0.6222438133340803,0.5805164184390713,0.6768182602443091,0.5632832350662837,0.6472855624587801,0.5752720378492062,0.6494441074505456,1000.0,0.943,0.166698,8711.388337079448,-8554.084901520953,0.008,18200.0,0.265964,3.446132598081566,1486.2122441761978,92.314257460381,6.952224409950446,1.0583900210699264,0.0,226.0007007610892,13.341671562481777,3.777577436109837,816.4905278605376,81.13073018385589,7.115305044679308,1.1218745526086893,0.0,172.65381089768948,24.55403666438641,4.328432565420471,783.0863084982433,89.55429658068675,7.489013747838494,1.055542130525981,0.0,181.1411631767752,34.46391971003237,0.00256,4.291140386488496,2.0,2.177830971998989,0.16348,1.0,1.150214592274678,1.4049971191242139,0.0998217468805704,0.2700534759358288,0.2204396910279263,0.0998217468805704,0.2498514557338086,0.1702317290552585,13923.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.999999999996551,0.0155628055377084,0.672463,100.5,207.0,138.33,142.5,45.0,49.57935787475194,186.0,90.0,0.9,0.009304,0.4871328292519589,8799.517900944638,3.3173792933917285,2652.551041864105,20167.53111903009,0.5252127372168898,0.856256475261146,45.98425717366639,0.9837611203251588,0.158547,405.1423171114647,3.448448448448449,4.929929929929929,0.6954425640050015,0.4285714285714285,3.0,0.016562,0.3521098260496807,-0.1919561703829153,0.3641982685264737,0.6896215802538755,0.4765128024182165,0.007089,0.6666666666666666,1.0,0.3333333333333333,1.0,0.5688872253776074,0.5388293588916259,0.9999999916594874,0.538854992043652
8,3,118.42843171649884,34.64120285237019,0.096703,1.714300547316732,0.4519480885314585,1.8196271821760224,0.4404494497101893,0.2687866696366062,0.2650589945842967,0.002514,-3.9740563433254503,-3.627606568055823,-3.447847707257013,-2.134637256934387,-3.7315983399264816,-3.726574678960515,-3.5027747989491167,-2.3795712635728865,0.4023184021032867,0.4544230119490638,0.4808258703438025,0.6789754465180459,0.4361628861299101,0.4369219513459612,0.4757502382397292,0.6425265201728667,1000.0,0.983,0.167317,25492.937131991825,-25476.56053969188,0.006,54300.0,0.507035,12.025381631257073,2272.820020192868,163.78844179641126,39.80216648306688,2.461058765560914,0.0,257.5188073043534,210.8522948324316,11.339462803274929,2343.2301649975057,250.66931298990465,41.13435036691229,2.154059923441642,0.0,336.1253907235882,248.85812340690492,12.037935576660743,2337.0237792105117,199.96546770408483,47.76022459093219,2.0716251048031897,0.0,373.0959876319292,229.660555137996,0.006774,1.2036586644963423,2.0,1.425575659260508,0.200551,1.0625,1.5185185185185182,1.5294117647058822,0.1,0.1866666666666666,0.1733333333333333,0.1,0.12,0.1133333333333333,26999.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.9999999999106236,0.0165418320596068,1.044912,140.0,328.0,179.09333333333333,172.0,76.0,59.09409476245646,207.0,135.0,0.9,0.008893,0.513837661082715,15942.470244010508,5.118708455520465,2631.114632906211,70323.20003341745,0.5210171288862462,0.8869426334583027,15.115083352852997,0.9920364626317032,0.202138,1615.132693503093,4.109109109109109,5.03003003003003,0.669170124862149,0.4864864864864865,3.0,0.015295,0.2764060441412427,-0.3174481841649626,0.5432955980384574,0.7900797369213923,0.7647320342635086,0.007098,0.75,1.0,0.25,1.0,0.4477034138784045,0.3633415558625536,0.9999999966724596,0.3634327656632666
8,5,124.80017727986063,31.934398035401685,0.0733765,1.60551027359758,0.43861516564266995,1.7457961824630612,0.35371192672618196,0.2770959064481292,0.3077573224553154,0.004042,-3.3539198236763994,-3.333405937523871,-2.972996421811649,-1.923079057166241,-3.834495477428998,-3.5593653255577618,-3.23045204117577,-1.9926067951616495,0.6188556899408603,0.6211871590016529,0.6623892289588974,0.7814586477725233,0.566467820699988,0.5976517695780031,0.6341188648795333,0.7743172699146004,1000.0,0.995,0.171759,59817.71376061584,-59817.71376061584,0.004,225500.0,1.404817,49.75540199242722,10638.17197288302,435.9978582533965,132.92669616027683,4.011600284409564,0.0,1152.3706147774349,492.0145397085101,55.95798826791573,44913.86615663717,962.020301553343,153.96458314595088,5.433003443683528,0.0,4362.474103585715,563.6946923383148,46.57157425354813,24485.95897992029,514.034422350174,137.99521043880432,5.422217852087397,0.0,1905.281444851404,496.2261206768861,0.175156,0.8450662041176216,1.0,1.2023000473178205,0.236193,1.2501867064973862,1.2499066118789688,1.3906345023312388,0.1039873780837636,0.1679097341747944,0.2559284758079939,0.0759705488621151,0.1397972843755976,0.1801969783897494,78591.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.9966454666441896,0.1688891230346342,2.27652,264.0,546.0,313.464,318.0,102.0,77.23199287142322,360.0,225.0,0.9,0.011375,0.5990852449973482,31265.92118394941,11.588154942297464,1872.877849609587,161236.52636449612,0.602041829402052,0.924923750988685,36.396571201102034,0.9960562591505676,0.283999,9749.649183484096,4.289289289289289,5.01001001001001,0.7688638555160747,0.532258064516129,3.0,0.023471,0.1867897314475442,-0.416414767949516,0.5944236740089235,0.8617224272248222,0.8066787687505362,0.007461,0.8333333333333334,1.0,0.1666666666666666,1.0,0.297821660246408,0.2333185452217224,0.9999999982296048,0.2333356375025139
8,10,124.80017727986063,31.934398035401685,0.0733765,1.60551027359758,0.43861516564266995,1.7457961824630612,0.35371192672618196,0.2770959064481292,0.3077573224553154,0.011373,-4.134777188395589,-3.4084480060667204,-2.629622530924029,-1.8152640354648888,-4.155739882514384,-3.5389484416519945,-2.6364750883223227,-1.8216056637831617,0.6742583565808273,0.7313485359587876,0.7927319814657223,0.8569221710640771,0.6736788649278018,0.7218218182767908,0.7927605167693026,0.8566871029389258,1000.0,0.997,0.168891,115782.5842139555,-115782.5842139555,0.002,1651000.0,7.766999,168.01764261074172,103579.45023595048,1475.7940078198185,412.5316323311206,18.692114842860978,0.0,7362.781133564108,889.1415108617632,164.5800688732762,67952.23429282034,1647.7582902890128,419.07111586340136,18.44437578544048,0.0,6131.114046879015,852.3470032117917,158.39261624970584,28914.138098003128,959.4150840370344,408.0914716128597,18.786473938914245,0.0,2647.2215077553533,845.4610522999225,0.202823,0.4331159431539007,2.0,0.8159537772698199,0.230804,1.1193987115246955,1.168760978246183,1.1718719689621724,0.094016785705697,0.2039775869946853,0.2180458360387658,0.0900007214486689,0.1760454993627203,0.1859533944159873,455674.0,0.0222222222222222,0.002425142291512,0.0022222222222222,0.996152157507804,0.1311116907469393,9.254434,627.0,1672.0,910.448,940.5,341.0,262.8822433023717,1078.0,450.0,0.9,0.449312,0.5958487024505622,37793.844717078304,26.70892318705848,1833.815755235224,309107.51299080835,0.6015633279161268,0.9246948095404658,20.560445927957243,0.9939623641912338,0.497765,11723.818032865998,4.309309309309309,4.909909909909909,0.84180313798426,0.5823293172690763,3.0,0.059818,0.1139731626009412,-0.4749335806675658,0.6685700419049749,0.9301620697743298,0.9662615066693157,0.008269,0.8181818181818182,0.9,0.0909090909090909,0.9,0.1620742678462352,0.1235102767905265,0.9999999977049048,0.1235050754774274
9,2,134.29235565454485,32.11709908256486,0.050208,1.4075107258941733,0.397765942169478,1.679192038195815,0.3729713785123119,0.2819148896083976,0.3232180292322485,0.002064,-3.73968988770444,-2.3129504406974664,-2.185854953497266,-2.017603600058379,-3.680239685446169,-2.056949336093999,-2.213888941102015,-2.016255681546623,0.2893867531522689,0.5604450291630728,0.5823679665045018,0.6164196244995847,0.2926932164228129,0.6070035245259343,0.574511770980446,0.6120911113109955,1000.0,0.955,0.170893,7242.549230909914,-7231.996050812201,0.008,18200.0,0.262843,1.437156403257864,588.7522395685036,61.51039080204725,2.750311936066585,1.0206337345269891,0.0,121.4711449958134,51.19214403210461,1.5182953905112342,817.6648461676915,68.4610186126626,2.8443640895606888,1.008770210297171,0.0,137.1316552797118,33.700510208819885,1.6492459989968231,733.0527369069893,73.38258388822895,2.936683052193423,1.0670771637504208,0.0,142.97694468516113,31.911682308688626,0.002519,9.068094798126603,3.0,2.90312136935711,0.196856,1.0,1.2303523035230353,3.1687344913151367,0.0998217468805704,0.2697563874034462,0.3897801544860368,0.0998217468805704,0.2394533571004159,0.1197266785502079,11061.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.9999999999951934,0.0221020898233121,0.532256,89.25,189.0,109.71,102.0,54.0,34.131443780558925,129.0,90.0,0.9,0.008739,0.1934163465816466,3266.824887484609,1.716461036956897,1834.794141603192,15266.07217513901,0.4367348903782848,0.583302102204734,2.517929010372776,0.9456304978578006,0.157976,572.6286953160957,3.5885885885885886,4.78978978978979,0.6516858285818512,0.4081632653061224,3.0,0.015077,0.3324141638395091,-0.2296829803636674,0.3841553519978586,0.7009278706752523,0.5085714177939463,0.006987,1.0,1.0,0.3333333333333333,1.0,0.5035919322522114,0.5487886981524236,0.9999999790023396,0.548793822819758
9,3,114.97901246304248,33.83692717732236,0.096237,1.6340332103588324,0.4581351773074227,1.8390458068461848,0.395857334443675,0.2283002145573584,0.2131834576415788,0.002566,-3.5678327608058105,-3.6420078572335175,-3.174255503319581,-1.9229993167992443,-3.363641252475475,-3.775328566699084,-3.221005040955048,-2.129000185543168,0.4627656248283202,0.4515965442535798,0.5230880818179303,0.7102255519147063,0.4932088776957303,0.4295294643152564,0.5124625525681825,0.6779254526231628,1000.0,0.985,0.167194,17020.723129334594,-17017.45979220105,0.006,54300.0,0.501344,3.738554020024921,1943.831785199223,106.9243963388682,13.695727534011851,1.3660684521181845,0.0,231.0524595933291,86.89315331063,3.960766531293896,2002.8314158605133,109.43703468265048,11.550726338972488,1.3065113128469292,0.0,224.76291426462117,99.0960770458328,5.418777036487215,2877.9295682937845,110.8370132536524,17.394315259151984,1.567257886536432,0.0,295.4811209497476,93.56434075497444,0.002827,4.576281598021187,2.0,1.9926167950296207,0.162005,1.0000000000000002,1.7083333333333337,2.275862068965517,0.1,0.26,0.4133333333333334,0.0999999999999999,0.16,0.1933333333333333,26507.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.9999999998141516,0.0146012784888719,1.012871,148.0,352.0,175.81333333333333,168.0,88.0,48.685367985960745,200.0,135.0,0.9,0.008807,0.0867245227783302,4131.687505162599,4.895779585341473,898.3937988197515,34136.58307228975,0.3840403150210646,0.5960178398248859,2.908188151732268,0.9257464418804244,0.200353,3536.2955013550463,3.948948948948949,4.86986986986987,0.7186502033696016,0.4459459459459459,3.0,0.017774,0.2734076418698146,-0.3404227540440996,0.5613479490080365,0.7813379937073757,0.7090923732688287,0.006961,1.0,1.0,0.25,1.0,0.3416846249992118,0.3621979088224168,0.9999999864191024,0.3620235965538133
9,5,124.63568405879366,32.977013129943614,0.0732225,1.5207719681265028,0.42795055973845036,1.759118922521,0.38441435647799344,0.255107552082878,0.2682007434369137,0.003807,-4.627098184150792,-3.665390415630244,-2.879284518585183,-1.9685869878451816,-4.665565249049619,-3.7615895685955447,-3.2613998260697894,-2.210217344823196,0.4744778848562843,0.5831332367944355,0.6725374703627264,0.7763834003706473,0.4719527080674336,0.5722464400983359,0.6308757344211822,0.7499816916325026,1000.0,0.995,0.167814,38106.508081379885,-38106.22309265688,0.004,225500.0,1.391821,6.283615089867734,15882.799915096104,273.8808971621674,20.20015911222336,1.6090336509654706,0.0,1513.2703175309666,184.69273178957,6.358966540292599,13272.55029485422,209.60991423105688,16.895848205312404,1.9606728972472016,0.0,871.9022664925112,169.7758237665114,5.956757592592525,40311.5690931642,331.6005124983243,18.766785858630605,1.988911988225408,0.0,2796.513443758627,214.07454350875884,0.15554,4.991282744839726,3.0,2.0248757977951843,0.22855,1.0867983367983367,1.4652335456475585,2.056993691537959,0.0999713138267355,0.255976286096768,0.4197265251482118,0.0919869956014534,0.1759418626888506,0.2001338688085676,75075.0,0.0133333333333333,0.0049007936507936,0.0044444444444444,0.9892005667044576,0.1688888862629589,2.187688,258.0,498.0,299.4,294.0,150.0,65.46172173146833,342.0,225.0,0.9,0.013913,0.0502552023630908,6007.09426224914,19.917709765005004,399.86209996516845,74506.91615787864,0.2950776003463257,0.5424626047855181,1.5816838762839427,0.8541406873708155,0.281649,4352.652422235673,4.0690690690690685,4.909909909909909,0.7953224645062775,0.5564516129032258,3.0,0.023604,0.1870310897544721,-0.3950206415072262,0.6114770697765286,0.8692047763261802,0.8765745835071315,0.007371,1.0,1.0,0.1666666666666666,1.0,0.2252178161100745,0.2366513911718716,0.9999999937774502,0.2366582163699655
9,10,124.63568405879366,32.977013129943614,0.0732225,1.5207719681265028,0.42795055973845036,1.759118922521,0.38441435647799344,0.255107552082878,0.2682007434369137,0.011322,-4.104945563571356,-3.2561630607685466,-2.770020992836569,-1.9084350222213955,-4.433166431096794,-3.31438322108324,-2.8439322784040755,-1.9571762433964075,0.6765357548881813,0.7435098644598971,0.7818035993154815,0.8496713007353169,0.6519227182454693,0.7399417197579603,0.7768549717660983,0.8463291199858202,1000.0,0.999,0.16984,92209.60250051536,-92209.60250051536,0.001,1651000.0,7.648166,12.53009634892666,58878.23465548212,501.107812885958,38.3532862085017,2.54952865670718,0.0,2800.591281586874,356.8960455087414,13.72196427200895,61901.89897314967,662.5176112060451,46.23458540509796,2.626615960375345,0.0,4494.018853613893,370.754939423727,13.24649853114639,25773.99961889896,416.79920238217727,47.94272150177548,2.8140880018389303,0.0,1711.3432931030318,352.9030735563551,0.200327,8.782624843824621,3.0,2.1164149087373687,0.2347,1.0,1.131234841294949,1.4854741060150702,0.0999927855133107,0.2579900440083688,0.4418993338623957,0.1020008176418247,0.2280499242478897,0.3179905249741481,437260.0,0.0177777777777777,0.0024350408314773,0.0022222222222222,0.9901069166612444,0.1755555547446592,8.906921,792.0,1419.0,873.62,880.0,407.0,146.91817595127466,957.0,450.0,0.9,0.3805,0.0372327304954258,7004.198983166727,23.37092422171016,292.88326606672007,182650.0640437087,0.1769355729225843,0.5595287992989599,1.6740413256450426,0.7487970056490534,0.489954,6438.857427240426,4.149149149149149,4.88988988988989,0.8467546591790774,0.6104417670682731,3.0,0.05955,0.1138701740749029,-0.4639488057444434,0.6800797628836724,0.9321005114163446,0.955331110722156,0.008309,0.9090909090909092,0.9,0.0909090909090909,0.9,0.1180106183409279,0.121673159621443,0.9999999955141716,0.1216698835272065
10,2,137.4474367830617,38.33993871303652,0.049935,1.49125170322885,0.4133249341405769,1.7406249776289906,0.2195484493976747,0.30006661006964,0.227691615453973,0.002041,-2.0543532623537506,-1.912344882344322,-1.5109769868433576,-1.5564041624215377,-1.9434035055168215,-1.9318114044753252,-1.8444859329447807,-1.92733079348067,0.6095458267270409,0.6361048347015575,0.7125359790654815,0.7038934393940578,0.6226764004959566,0.6243458007082645,0.645887703094708,0.6281597198981139,1000.0,0.895,0.168344,3077871.1627470283,-3016673.00748837,0.01,18200.0,0.274513,1.305242321779423,22867325.852430984,853117.135405549,1.305245483567221,1.3050516824578575,0.0,2792673.6794791142,357196.3430368799,1.305241969804539,35291497.957789965,1127268.5729620345,1.3052455303453103,1.3052316782052842,0.0,4375261.270159128,257126.24915037004,1.30524129719548,135140909.69550782,2463162.4953310285,1.3052437440256854,1.3051979208053062,0.0,13915216.39080118,239643.29647930185,0.003057,0.8479287898791852,1.0,1.263898376523297,0.172711,1.663366336633663,2.7755775577557755,1.4358974358974357,0.0998217468805704,0.2498514557338086,0.1206179441473559,0.0600118835412953,0.0900178253119429,0.0701128936423054,13176.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,1.0002271486666068,0.0185580526390778,0.621866,110.25,222.0,130.86,123.0,30.0,41.32508593182508,153.0,90.0,0.9,0.00912,0.653245958676349,3722894.466166314,2.5928783782139764,580044.067103173,12004656.412002614,0.7610744615198852,0.8505905647795283,2.0327135555351465,0.9984011851641134,0.176663,1291549.6650148828,6.35135135135135,7.1721721721721705,0.6723049997098398,0.3979591836734694,3.0,0.016042,0.3266845997481438,-0.236252715301908,0.4333102483301057,0.6947897686789276,0.4965857092726652,0.007025,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6106783193477678,0.530538975498527,0.9999999999999416,0.5305399996451633
