fid,dim,cm_angle.angle_mean,cm_angle.angle_sd,cm_angle.costs_runtime,cm_angle.dist_ctr2best_mean,cm_angle.dist_ctr2best_sd,cm_angle.dist_ctr2worst_mean,cm_angle.dist_ctr2worst_sd,cm_angle.y_ratio_best2worst_mean,cm_angle.y_ratio_best2worst_sd,disp.costs_runtime,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_conv.additional_function_eval,ela_conv.conv_prob,ela_conv.costs_runtime,ela_conv.lin_dev_abs,ela_conv.lin_dev_orig,ela_conv.lin_prob,ela_curv.costs_fun_evals:,ela_curv.costs_runtime,ela_curv.grad_norm.lq,ela_curv.grad_norm.max,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.min,ela_curv.grad_norm.nas,ela_curv.grad_norm.sd,ela_curv.grad_norm.uq,ela_curv.grad_scale.lq,ela_curv.grad_scale.max,ela_curv.grad_scale.mean,ela_curv.grad_scale.med,ela_curv.grad_scale.min,ela_curv.grad_scale.nas,ela_curv.grad_scale.sd,ela_curv.grad_scale.uq,ela_curv.hessian_cond.lq,ela_curv.hessian_cond.max,ela_curv.hessian_cond.mean,ela_curv.hessian_cond.med,ela_curv.hessian_cond.min,ela_curv.hessian_cond.nas,ela_curv.hessian_cond.sd,ela_curv.hessian_cond.uq,ela_distr.costs_runtime,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.costs_runtime,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_local.additional_function_eval,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_local.best2mean_contr.orig,ela_local.best2mean_contr.ratio,ela_local.costs_runtime,ela_local.fun_evals.lq,ela_local.fun_evals.max,ela_local.fun_evals.mean,ela_local.fun_evals.median,ela_local.fun_evals.min,ela_local.fun_evals.sd,ela_local.fun_evals.uq,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_meta.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.costs_runtime,ic.eps_max,ic.eps_ratio,ic.eps_s,ic.h_max,ic.m0,nbc.costs_runtime,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.costs_runtime,pca.expl_var.cor_init,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cov_x,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cov_x
7,2,139.44112406888422,29.256969876238603,0.049781,1.5235467777249552,0.4190056250001018,1.6452968659568183,0.3253757010638172,0.2888219529345188,0.210037944024735,0.00203,-3.6859565902886215,-2.4852827395852333,-2.222156631767522,-1.838576211275507,-3.657011905738674,-2.4368365774875045,-2.5056904722845585,-2.088404991786718,0.2999440407638906,0.5265550672342597,0.5766804394667396,0.6498927842683031,0.3016020450292677,0.5228931440226585,0.5097915371674276,0.5925115444615227,1000.0,0.0,0.168652,397.8472553011097,397.8472553011097,0.0,18200.0,0.258836,1.486586809932105,31.29744569533563,6.516901959227273,3.5591628181209893,1.1381364143619055,0.9,8.83146228355072,4.804436337510853,1.5547712267897904,22.668592121419145,7.448287988544673,3.08481312504711,1.0372461332731444,0.9,7.14681843092917,3.9333979181107255,1.5719090940843012,74.32753529343842,13.957919559410726,2.0456645517638936,1.0181175282855075,0.87,19.93029369639677,6.395693123790115,0.002943,1.8856804127457172,2.0,1.3946903284001604,0.203824,1.488888888888889,1.764840182648402,1.1226765799256506,0.1099227569815805,0.1797385620915033,0.0897207367795603,0.0802139037433155,0.1301247771836007,0.0799168152109328,390.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.0589145700050522,0.185446203315365,0.043803,3.0,3.0,3.0,3.0,3.0,0.0,3.0,90.0,0.9,0.008589,0.7526223349058784,0.0492139562215319,1.2616907823789982,0.0176298229248165,0.1936311441526175,0.8930285737511502,0.8029876397062821,1.5725977566235103,0.9961081158429588,0.123739,0.0110418805085416,-1.436436436436436,-0.5155155155155153,0.781142654928221,0.4183673469387755,0.018981,0.4074261009362987,-0.1760710606028875,0.3638210308873201,0.6408123485541493,0.600158045613915,0.007049,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5873424642952355,0.5144527289445967,0.5133954619408289,0.5144682758996308
7,3,108.50244198022112,38.93877954722623,0.098421,1.7157274634811723,0.390658347301599,1.836315944948642,0.3921934570228121,0.2366671877023023,0.166777949396084,0.002518,-3.186663003264378,-2.624841771730864,-2.522594905662359,-1.753845290707286,-3.8106546233720127,-2.8807128663950445,-2.7419239954685297,-1.931396900997056,0.5211494259639566,0.6054258944262083,0.6199404943145354,0.735526618415371,0.4287281200863944,0.5693071318099135,0.5889461968386279,0.7084804839212945,1000.0,0.0,0.169727,418.8954735567266,418.8954735567266,0.0,54300.0,0.500702,5.464463058725788,8.181998780527664e+16,7438180709570611.0,7.384401896207531,2.219525087223553,0.9266666666666666,2.466965453650518e+16,16.161567662417443,5.269157538540431,1894560.567435532,294299.246307742,37.76641796928329,1.713058599858164,0.9,649741.3044088057,115.54728468300377,4.968818899516641,1746.167693632268,205.37413121254255,8.223372959834668,1.947975013968755,0.9133333333333332,577.9583271113988,36.15645720732222,0.002784,0.93177006136739,1.0,1.326773394075682,0.173125,1.3571428571428572,2.277777777777778,1.857142857142857,0.1,0.2733333333333334,0.26,0.0866666666666666,0.12,0.0866666666666666,735.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.0519037520275972,0.2135456411052522,0.069474,4.0,4.0,4.0,4.0,4.0,0.0,4.0,135.0,0.9,0.009018,0.3786468265765658,0.0464144729575741,7.101142613374644,0.0090679470264362,0.2122525979135563,0.713022879708926,0.8172527236659726,7.611821618944959,0.9956851553472352,0.148937,0.0145600599502064,-1.376376376376376,-0.7557557557557554,0.7617278302740581,0.4662162162162162,0.01622,0.2790560458935553,-0.2888635743302202,0.4546109247359304,0.7671627889510008,0.6498826645424347,0.007141,0.75,1.0,0.75,1.0,0.421360175949259,0.4048205656449176,0.4038796379993515,0.40470504017851
7,5,123.97178302455268,34.097874711732416,0.074101,1.6196371206030638,0.4048319861508505,1.74080640545273,0.3587845790433147,0.2627445703184106,0.1884079467104095,0.004476,-3.552556399784965,-2.4976811204287808,-2.1322342589119625,-1.2246783976693465,-3.461365729094675,-2.8956113573638795,-2.184585119162461,-1.3424858104558082,0.5962914555149494,0.7161663049805127,0.7577072559684037,0.8608357931182757,0.607394396566371,0.6726808266314647,0.752472805286743,0.8485376286104712,1000.0,0.0,0.172741,455.1128572694599,455.1128572694599,0.0,225500.0,1.403819,11.324069466269297,1.2386323070034122e+17,9563147568568748.0,32.60404387928577,3.594746905897849,0.884,2.987970542618123e+16,126.12523833901356,11.45394387935561,4.26825846964045e+19,1.2846586669431767e+18,27.5860785546887,3.243250955935417,0.876,6.823491872777062e+18,277.1052180965256,11.867243925378986,3.795299696285632e+19,2.4840938474180705e+18,38.15614619297276,3.202145705955871,0.884,8.353742022156256e+18,551.6611233888347,0.021422,2.150624980245335,2.0,1.43062779904124,0.226839,1.561613144137416,1.454496060853029,1.9975412715138745,0.0999713138267355,0.2119908204245554,0.271897112258558,0.064017976668579,0.0999713138267355,0.1277969018932874,1725.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.0637575681899513,0.2255446924634718,0.128811,6.0,6.0,6.0,6.0,6.0,0.0,6.0,225.0,0.9,0.011659,0.4503659130049722,0.027655617214101,3.296743821512241,0.0052660675149064,0.2293597142539065,0.8267421155348282,0.5974635442905074,9.553825306287193,0.995447592461444,0.199493,0.0115628013120737,-1.6966966966966963,-0.9359359359359356,0.8036033772158678,0.4959677419354839,0.023858,0.1949037917645207,-0.3412114878538797,0.5715790555284336,0.8530220475132895,0.7631879151429134,0.007518,0.8333333333333334,1.0,0.8333333333333334,1.0,0.2887783501608273,0.2362668856831923,0.2363174818386365,0.2362839040728681
7,10,123.97178302455268,34.097874711732416,0.074101,1.6196371206030638,0.4048319861508505,1.74080640545273,0.3587845790433147,0.2627445703184106,0.1884079467104095,0.010677,-3.2348387713343367,-2.208121489357921,-1.7408781945017289,-1.282198462504791,-3.161541891463584,-2.1731466361777585,-1.72291993990339,-1.32079070552866,0.745126699577105,0.8258853525306578,0.8627283894552049,0.8988961728959619,0.7517489939790243,0.8289155681178632,0.8643603822265652,0.8960186470030299,1000.0,0.0,0.177046,862.1016642637898,862.1016642637898,0.0,1651000.0,8.337898,48.13304411315783,3.1841540304547837e+22,5.141760812478962e+20,140.38638626558145,11.183058555984683,0.834,4.043803528428096e+21,3343.748594746004,46.5367549679827,3.694887970882482e+20,4.061945672915974e+18,127.91441534837332,11.59373543648235,0.82,3.873277920219303e+19,1245.7235589797092,43.37011041100496,6.68632098591014e+21,8.929664241427333e+19,116.79063901158798,9.127333204870263,0.846,7.618448568055621e+20,3172.1832566284866,0.1959,0.8710369929158222,1.0,0.9929711287719089,0.239569,1.256187945741854,1.6457120682964688,1.4185082872928174,0.1079768174494384,0.195933434336147,0.2099295385133347,0.0819445446456484,0.1280210663011326,0.1279248731452757,5950.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.1115911960674291,0.2855282347995981,0.344451,11.0,11.0,11.0,11.0,11.0,0.0,11.0,450.0,0.9,0.399548,0.5583683145385219,0.0315515259278611,18.102060912526326,0.0016289376292283,0.2861101251368605,0.8700652143138599,0.6819953642097556,13.522796232879667,0.9966659406982687,0.33059,0.0091825428356562,-1.7767767767767764,-1.1361361361361362,0.8309795157469148,0.5582329317269076,0.062233,0.1193328570506399,-0.4131622791060143,0.6298249787530453,0.9187860206149076,0.8361317385690211,0.008217,0.8181818181818182,0.9,0.8181818181818182,0.9,0.1606238302772615,0.1218612282042886,0.1218507387537142,0.121857035752541
8,2,126.36073058657186,36.26284230051939,0.04994,1.479807091163845,0.4674498552528754,1.5892604838414892,0.3044337392268318,0.2812143199942954,0.3641533807766118,0.002035,-3.08478393448805,-2.7850274837191504,-2.4439037856668584,-1.8054223236750628,-2.972693613839073,-2.9435273695329016,-2.776348048590949,-1.9088443509446256,0.4123924836035006,0.4683960953326821,0.5348701766484838,0.6563875503565599,0.421389836613547,0.4229909416956255,0.4557625012683799,0.63160421289721,1000.0,0.0,0.168501,11905.662722317022,11905.662722317022,0.0,18200.0,0.260788,4.152628946375554,772.8281174337789,66.90701437593526,6.900719677352133,1.0252935744381182,0.0,141.04347203599056,22.43592902321746,3.748981699294241,754.0667726690912,82.75722068160192,7.753668987625597,1.0331263841639582,0.0,171.58534081393,17.544710832893596,3.6735546244111625,1156.7806961211256,86.34674171865649,6.927985543238993,1.2684779937691015,0.0,183.4627840580825,24.447115289523477,0.002946,2.9716333851884693,2.0,1.9896048523295613,0.226963,1.0,1.1895332390381894,1.1189060642092747,0.0998217468805704,0.2596553773024361,0.2795603089720737,0.0998217468805704,0.2201426024955436,0.1696375519904931,13905.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.9999999999774664,0.0113246717616006,0.643099,120.75,216.0,138.15,142.5,30.0,50.06882535797372,183.0,90.0,0.9,0.008587,0.4842504211241918,0.0577908352105423,10.40107326579872,0.0078435994804781,0.1389047209270074,0.5065341163615986,0.8733133371774329,15.51596045059101,0.9820856780301837,0.124097,0.0027697619350368,-1.9369369369369367,-0.4154154154154152,0.6063236853298539,0.3673469387755102,0.016899,0.3462021002996134,-0.2046651811340796,0.4629020653628296,0.6925023463566772,0.4548090463236524,0.007012,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5764239285153089,0.5410480913815354,0.5402724611882744,0.541048718742855
8,3,117.41711100467164,37.293245822354585,0.098867,1.6775638972289104,0.4982837622887336,1.7549470779399914,0.3840499656284362,0.2394533896649805,0.2543104409363612,0.002463,-3.74497773022105,-3.420199589098283,-3.039980528536925,-1.995141605896089,-3.989287581792608,-3.2332082800798494,-3.015978472705822,-2.183125076920285,0.4374752873502832,0.4850682552791863,0.5415257096019072,0.7003142503370917,0.4007390799793518,0.5126439949127001,0.5444728210886309,0.6736424066835794,1000.0,0.0,0.170962,42652.46808418706,42652.46808418706,0.0,54300.0,0.503997,15.26444235806726,5421.178926672518,243.99689997225937,44.85609028358032,2.066167065970353,0.0,615.3726317096001,194.4614658994854,13.45638194517709,2029.2817185715764,160.56222158436915,49.50038174622726,1.8440637777413604,0.0,264.2024435162583,174.66458836007428,13.42440360626084,1547.8010411885166,155.39368154999892,42.65075599722742,1.6331254957143702,0.0,279.18532884872747,177.85744013721748,0.002809,1.323057007852638,2.0,1.448247151025919,0.197342,1.6,1.7500000000000002,1.476190476190476,0.1,0.2133333333333333,0.1466666666666667,0.0666666666666666,0.12,0.1266666666666666,28459.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.9999999998997025,0.0120915714542951,1.068222,145.0,340.0,188.82666666666665,184.0,80.0,58.59965259381946,212.0,135.0,0.9,0.009039,0.5635024413282994,0.0397135334794905,5.145169966146361,0.0077514901102467,0.1928510566297234,0.5808865318797225,0.9182844717475088,25.432095324362937,0.9953978182798406,0.148634,0.0091825428356562,-1.5965965965965965,-0.5955955955955953,0.684614625548415,0.4459459459459459,0.017599,0.2811863845914528,-0.283679716112766,0.5293028218426572,0.7771098543741679,0.710360329559943,0.007131,0.75,1.0,0.75,1.0,0.4601622337327256,0.3867535128086917,0.3863276962013823,0.386781039028426
8,5,121.88892079562174,36.77804406143699,0.0744035,1.5786854941963775,0.4828668087708045,1.6721037808907404,0.344241852427634,0.260333854829638,0.3092319108564865,0.004324,-3.9949200532703895,-3.56417756264062,-3.14720907645694,-1.9574757674757104,-4.269880074764792,-3.5970003871358323,-3.267488715713122,-2.120481193201554,0.5466880528491708,0.5955764528243482,0.6428894363329279,0.7778872462217082,0.5196051531855278,0.5953501560361532,0.6323820075580253,0.7614293094549867,1000.0,0.0,0.176326,105331.97653234749,105331.97653234749,0.0,225500.0,1.398259,49.24784293163527,15684.105477860174,517.5866509025119,145.41856953926072,5.6898789315190905,0.0,1531.318448002438,529.3555496551783,47.17899977547674,10519.914134121316,460.9271931964642,140.37405223110642,7.302228298420702,0.0,1182.1903278864058,459.944923049964,48.134316573069626,41460.41792998181,605.6904961714149,135.6718599801841,7.34501761610428,0.0,2766.983095226252,465.200848091623,0.11787,0.8009664256427174,1.0,1.1548671388750509,0.209808,1.317180616740088,1.4297308842375054,1.207181180354932,0.1039873780837636,0.1680531650411168,0.2039586919104991,0.0759705488621151,0.1199082042455536,0.1837827500478102,80109.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.9960332728063706,0.151111087631397,2.281953,264.0,552.0,319.536,324.0,138.0,77.80198777155259,372.0,225.0,0.9,0.017217,0.6249688176442928,0.0414783989050008,7.031274600753184,0.0036803645176384,0.2345739983874409,0.6366697195338067,0.9256080604844986,35.27037919141018,0.9955923936193228,0.201029,0.0145600599502064,-1.4564564564564562,-0.8158158158158154,0.7946208234273389,0.5241935483870968,0.025401,0.1873343569731123,-0.4061380980484975,0.6040828302295329,0.8621250614568049,0.8458911399783774,0.007639,0.8333333333333334,1.0,0.8333333333333334,1.0,0.2986131594971636,0.2269272138368049,0.2266949442874359,0.2269509779117738
8,10,121.88892079562174,36.77804406143699,0.0744035,1.5786854941963775,0.4828668087708045,1.6721037808907404,0.344241852427634,0.260333854829638,0.3092319108564865,0.010733,-4.53966221458335,-3.621238476645024,-2.835802371870953,-1.8451583486222471,-4.698532529916143,-3.7163142490595327,-2.894074726778588,-1.826127687193164,0.6423506605913496,0.7145506722265595,0.7765464186794462,0.8546064968444413,0.6307576285321004,0.7079469647798354,0.7725603925594813,0.8564882376849383,1000.0,0.0,0.174816,203980.48557982824,203980.48557982824,0.0,1651000.0,7.702781,144.80534484576927,63506.95037458747,1272.7894172031497,368.5844727441908,15.802669632863916,0.0,4943.542951769237,896.7786146085189,158.2965379690176,152761.7967224018,1830.7439517151608,381.2070415905978,18.78592379098827,0.0,9984.899018498998,819.5792856475312,169.54546181340632,100841.70399822271,1471.017463324252,424.9016317736656,20.13753027635593,0.0,6094.041879418193,846.8722298109661,0.203472,0.3945753890795904,1.0,0.7873351968938648,0.229438,1.2251615812415453,1.228747284576394,1.1301106301106298,0.0899886973041868,0.1859774427049515,0.2219536829954549,0.079996633239545,0.1459490657239737,0.1819974508813698,459953.0,0.0244444444444444,0.0024201930215293,0.0022222222222222,0.9968657923730194,0.1644445293667647,9.252251,660.0,1694.0,919.006,946.0,253.0,260.12379953816674,1135.75,450.0,0.9,0.530399,0.5969545508810605,0.0318917604903511,17.442783111660948,0.0018753930977601,0.2927855278293843,0.6120485064183209,0.9253080493767768,82.62160130269375,0.9953763673923924,0.328384,0.0105444279352616,-1.7367367367367363,-1.0960960960960962,0.8342250613371355,0.5763052208835341,0.056922,0.1099505527325,-0.4452088221475345,0.6918727074333115,0.9289444790678748,0.947454154275983,0.008242,0.8181818181818182,0.9,0.8181818181818182,0.9,0.1614764864157585,0.1212727659055043,0.1212436232649742,0.1212717995350752
9,2,131.41009970180906,35.448134181888626,0.050268,1.433112940393646,0.4882493125539465,1.628876448983427,0.2394363810991439,0.2618772682020186,0.3228324885530645,0.002038,-4.176746614880066,-2.57171734001114,-2.278117300875059,-2.269253273182797,-4.100300862160811,-2.421158553408976,-2.2027226337381074,-2.234997464422384,0.2052614718187607,0.5106615166892728,0.5666108599481939,0.5682971529838814,0.2082912478213464,0.5322279415155929,0.5698680468289936,0.5647442814278265,1000.0,0.0,0.168234,7892.901969989122,7892.901969989122,0.0,18200.0,0.261704,1.5013956864424076,752.9971072122703,63.28554475432351,3.532267126061111,1.075411039485888,0.0,120.5870419766544,25.48020173537916,1.455833551765511,537.3037562215845,65.32848978737753,3.2515139742972643,1.038679085364148,0.0,132.07614503888811,33.626434991570164,2.296229814644408,631.7703956603581,68.67824930389105,4.137070727253986,1.1010809788128808,0.0,134.65388077287992,41.95428666229765,0.004766,6.636993735509078,3.0,2.527776197934127,0.218779,1.0,1.526912181303116,2.652452025586354,0.0998217468805704,0.2902554961378491,0.3695781342840167,0.0998217468805704,0.2097445038621509,0.1393345216874628,10506.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.9999999999926772,0.0153875800785466,0.499643,81.0,186.0,104.16,99.0,51.0,29.342042439909577,117.75,90.0,0.9,0.008763,0.1807197044286149,0.0240145219053528,1.7300424787052735,0.0122963436034302,0.1156128838036267,0.4608564268621457,0.5705598800467448,2.168953351043399,0.955421718828446,0.126416,0.0036522673643081,-1.796796796796797,-0.3153153153153152,0.6575757163862557,0.4285714285714285,0.017045,0.369592854713321,-0.2324003976807082,0.340714351574003,0.6875123252128015,0.5757475921122088,0.00705,1.0,1.0,0.6666666666666666,1.0,0.495572361405509,0.5493473340805347,0.5479714269100587,0.5493516951002536
9,3,113.52451879633598,36.55810784085936,0.097769,1.7128019628393063,0.4159777232706172,1.7844118106138736,0.3709564471556014,0.2710883500001845,0.2489343376910349,0.002589,-2.3024970381722545,-2.970168091212449,-2.926582192611661,-1.9036596661305056,-2.8357434062753457,-3.159648436184982,-3.2240940664285307,-2.133621329660756,0.653335117604844,0.5535852086173931,0.5601361475654819,0.7138808960902182,0.5708497593221732,0.5246975122060731,0.5141990721968797,0.6803622763128144,1000.0,0.0,0.169682,18347.578260296035,18347.578260296035,0.0,54300.0,0.498603,3.942944350516536,7050.48365983877,153.75005802304426,13.546220778234147,1.3383447030800784,0.0,590.7630846337833,112.23103989413904,4.2635498414067134,2342.2718379853973,109.82347437827424,9.32590188980572,1.5370720714538884,0.0,273.963344677364,107.67517443183144,5.932168292012958,1263.2908749275148,110.0182515341836,10.409093547387666,1.4855589164730756,0.0,201.39654335839376,91.59056798958048,0.0035,2.764189667586185,2.0,1.798035603944652,0.189207,1.0714285714285716,1.8636363636363635,2.444444444444444,0.1,0.2733333333333334,0.44,0.0933333333333333,0.1533333333333333,0.18,26199.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.9999999989055006,0.0078869059555714,1.008077,148.0,316.0,173.76,168.0,56.0,47.801977812367234,200.0,135.0,0.9,0.00902,0.0585602559278266,0.019328773865208,6.212098944882204,0.0030018713410345,0.1741249367709682,0.1665331515707482,0.6083312233803244,3.941118798233224,0.9313025345758008,0.148366,0.0220466873523941,-1.4764764764764762,-0.5555555555555552,0.7289155245290525,0.5067567567567568,0.016627,0.2828739249593873,-0.3416344741553215,0.5288160532844868,0.7707098380832761,0.697475151578107,0.007145,1.0,1.0,0.75,1.0,0.3330007220283196,0.3626690659994516,0.3620044534703649,0.362678322679702
9,5,122.46730924907251,36.00312101137399,0.0740185,1.5729574516164762,0.4521135179122819,1.7066441297986503,0.3051964141273727,0.2664828091011015,0.2858834131220497,0.004411,-3.65452893149065,-3.387225903102414,-2.687693795783752,-1.818662183755824,-3.499022473800107,-3.5044286953505166,-3.0579839500902155,-2.095003929883004,0.5849317974058296,0.6152911103627059,0.6949283992718509,0.7934652182696557,0.605146048320582,0.6039507684227055,0.6548430778802347,0.7632353890714315,1000.0,0.0,0.170977,36373.35544185909,36373.35544185909,0.0,225500.0,1.370817,5.381410766213994,12265.445671802578,222.10169920712744,16.69513586428306,1.70344681097658,0.0,924.065514409156,167.01860588952513,6.294265925655299,56133.4394997937,510.8633180204046,19.1402547151163,1.6941035427802578,0.0,3853.292080508175,201.5703142289013,6.06738049299073,10887.141836035897,210.24502604953472,15.74625835043555,1.9390503784771316,0.0,846.2559195161808,206.26062052796075,0.100457,4.883270559605925,2.0,1.8996608385548388,0.230458,1.136413043478261,1.6559849198868992,2.3635051546391748,0.0999713138267355,0.2520080321285141,0.4479824058137311,0.0879709313444253,0.152180149168101,0.1962612354178619,76947.0,0.0088888888888888,0.0049206349206349,0.0044444444444444,0.9894611915135204,0.1511111088990513,2.19494,264.0,486.0,306.888,306.0,150.0,65.03217665125473,346.5,225.0,0.9,0.080813,0.0438873930546541,0.0093794249665439,5.998386886760703,0.0017704957715935,0.1763215444104403,0.3191813439837957,0.5776221233046934,1.5654475742135832,0.8324740218497357,0.198315,0.0132777082935542,-1.5365365365365364,-0.8158158158158154,0.7892596799502064,0.532258064516129,0.02312,0.1926029254916013,-0.4391652127938797,0.6046804369939552,0.8739093368678119,0.8431422802584879,0.007361,1.0,1.0,0.8333333333333334,1.0,0.2159221972796249,0.2326468196418728,0.2325460282676729,0.2326915156723393
9,10,122.46730924907251,36.00312101137399,0.0740185,1.5729574516164762,0.4521135179122819,1.7066441297986503,0.3051964141273727,0.2664828091011015,0.2858834131220497,0.010477,-4.052816298606116,-3.321526218029934,-2.9400102857378894,-1.96741950395306,-4.141358602497977,-3.4376352514637816,-2.96824278713954,-2.073960331498931,0.680557878770417,0.7382299678684351,0.7682973017683394,0.8449284119027622,0.6744344850697924,0.7297564402874995,0.7666568910864002,0.8369593101978656,1000.0,0.0,0.171622,85917.06026266575,85917.06026266575,0.0,1651000.0,7.553252,12.74446209768526,14335.89150154302,375.90104980619486,42.22961157459799,2.725968565850108,0.0,1169.5433256229817,351.3128401991084,12.31338642375976,17980.02851569367,382.4261406936225,42.33955783986976,2.6316874582179373,0.0,1451.5508239194792,343.12945899156585,12.205965247263585,23888.69089547658,375.1409581203167,40.62795548616405,2.840550061244625,0.0,1372.985016032764,327.2724614334277,0.192721,4.336881243654724,3.0,1.698569942042085,0.231127,1.0415831663326651,1.216383140101853,1.5212943632567852,0.0999927855133107,0.2579900440083688,0.4300315032585431,0.0960007695452468,0.2160017314768054,0.2879782603467763,437810.0,0.0222222222222222,0.002425142291512,0.0022222222222222,0.9895777274028424,0.1711111102593429,8.823649,792.0,1474.0,874.72,880.0,374.0,148.91096181644318,957.0,450.0,0.9,0.489875,0.0700626731608496,0.0091771139938651,15.290952969856487,0.0004778457959902,0.1919649666874175,0.2377860660615318,0.5703961247788023,1.987855279240852,0.7809700364963523,0.327173,0.0079965545258923,-1.836836836836837,-1.1361361361361362,0.838688419254014,0.5983935742971888,0.058799,0.1119874627558941,-0.4558593518297781,0.6680456124541617,0.9335635898933088,0.9706937656344116,0.008205,0.9090909090909092,0.9,0.8181818181818182,0.9,0.1242774854376379,0.1198317102706342,0.1197938522142908,0.1198273899217937
10,2,141.27829209123144,32.89065474928237,0.050291,1.5531149054183089,0.349873293275603,1.6683612777843675,0.2695722497452665,0.2985159857724697,0.2245580084464992,0.002035,-1.122896134895628,-1.5823846941574071,-1.4808081780529738,-1.6878212531702084,-1.0249381702945095,-1.543478999690402,-1.9134380013210337,-1.976545639608065,0.7859008032139699,0.6976772487738754,0.7170839656879372,0.6795222825233951,0.8008587199838756,0.7007485984985486,0.6278940328253279,0.6159652942101498,1000.0,0.002,0.169665,9132099.937570058,9132099.886195105,0.0,18200.0,0.26828,1.3052418881466177,27256501.61673207,787877.7860613007,1.3052439738903714,1.3051976367765183,0.0,3170915.1254246165,250900.6460074818,1.3052413481732688,276766348.5535789,4368197.145280841,1.3052437579109504,1.304554479712175,0.0,28295447.99214005,232308.62268335852,1.30524215860181,86040453.35298668,1504983.725900603,1.3052444889765575,1.3052218500095545,0.0,8720226.590562394,380597.2812924381,0.003968,0.305618964029311,2.0,1.2224736427764786,0.22477,1.6716417910447758,2.910810810810811,0.8745387453874539,0.0998217468805704,0.2498514557338086,0.070409982174688,0.0597147950089126,0.0995246583481877,0.0808080808080808,13467.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,1.000111912082309,0.0134816264982347,0.622397,113.25,231.0,133.77,129.0,27.0,38.490270317197165,159.0,90.0,0.9,0.008774,0.6221893522789833,0.0550104050752549,1.2740691800701682,0.0166835799551405,0.2377963219133285,0.7290139069078929,0.835853127960313,1.8628160905024007,0.9983749595965898,0.124229,0.032630885787047,-1.276276276276276,-0.5755755755755754,0.6999703686581252,0.3775510204081632,0.015187,0.3708873791733849,-0.2053433453442628,0.4039590796864047,0.6507441305683448,0.4524786641265347,0.007069,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5989812338564867,0.5812329532511861,0.5794013614573239,0.5812346139057404
